Domain Code,Domain,Reporter Country Code (FAO),Reporter Countries,Partner Country Code (FAO),Partner Countries,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","59","Egypt","9","Argentina","5610","Import Quantity","15","Wheat","2016","2016","tonnes","189000","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","59","Egypt","9","Argentina","5610","Import Quantity","15","Wheat","2017","2017","tonnes","121989","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","1986","1986","tonnes","1805812","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","1987","1987","tonnes","1405498","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","1988","1988","tonnes","1591093","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","1989","1989","tonnes","658692","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","1990","1990","tonnes","1805459","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","1991","1991","tonnes","1912096","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","1992","1992","tonnes","1242054","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","1993","1993","tonnes","755395","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","1994","1994","tonnes","1827624","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","1996","1996","tonnes","711660","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","1998","1998","tonnes","625667","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","1999","1999","tonnes","525043","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2000","2000","tonnes","775559","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2001","2001","tonnes","741843","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2002","2002","tonnes","930245","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2003","2003","tonnes","350102","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2004","2004","tonnes","1029617","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2005","2005","tonnes","685375","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2006","2006","tonnes","965554","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2007","2007","tonnes","288582","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2009","2009","tonnes","182181","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2011","2011","tonnes","947185","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2013","2013","tonnes","72961","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2014","2014","tonnes","276184","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2015","2015","tonnes","472182","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2016","2016","tonnes","171548","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2017","2017","tonnes","202026","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2018","2018","tonnes","264309","","Official data"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2019","2019","tonnes","32724","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","59","Egypt","10","Australia","5610","Import Quantity","15","Wheat","2020","2020","tonnes","203640","","Official data"
"TM","Detailed trade matrix","59","Egypt","11","Austria","5610","Import Quantity","15","Wheat","2006","2006","tonnes","3550","","Official data"
"TM","Detailed trade matrix","59","Egypt","52","Azerbaijan","5610","Import Quantity","15","Wheat","2007","2007","tonnes","5000","","Official data"
"TM","Detailed trade matrix","59","Egypt","16","Bangladesh","5610","Import Quantity","15","Wheat","1989","1989","tonnes","4104","","Official data"
"TM","Detailed trade matrix","59","Egypt","57","Belarus","5610","Import Quantity","15","Wheat","2009","2009","tonnes","426214","","Official data"
"TM","Detailed trade matrix","59","Egypt","57","Belarus","5610","Import Quantity","15","Wheat","2011","2011","tonnes","4343","","Official data"
"TM","Detailed trade matrix","59","Egypt","57","Belarus","5610","Import Quantity","15","Wheat","2014","2014","tonnes","","","Official data"
"TM","Detailed trade matrix","59","Egypt","57","Belarus","5610","Import Quantity","15","Wheat","2015","2015","tonnes","","","Official data"
"TM","Detailed trade matrix","59","Egypt","57","Belarus","5610","Import Quantity","15","Wheat","2017","2017","tonnes","48973","","Official data"
"TM","Detailed trade matrix","59","Egypt","57","Belarus","5610","Import Quantity","15","Wheat","2018","2018","tonnes","67604","","Official data"
"TM","Detailed trade matrix","59","Egypt","57","Belarus","5610","Import Quantity","15","Wheat","2019","2019","tonnes","57750","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","59","Egypt","255","Belgium","5610","Import Quantity","15","Wheat","2015","2015","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","59","Egypt","15","Belgium-Luxembourg","5610","Import Quantity","15","Wheat","1989","1989","tonnes","47226","","Official data"
"TM","Detailed trade matrix","59","Egypt","15","Belgium-Luxembourg","5610","Import Quantity","15","Wheat","1993","1993","tonnes","576","","Official data"
"TM","Detailed trade matrix","59","Egypt","21","Brazil","5610","Import Quantity","15","Wheat","2001","2001","tonnes","5000","","Official data"
"TM","Detailed trade matrix","59","Egypt","21","Brazil","5610","Import Quantity","15","Wheat","2002","2002","tonnes","30807","","Official data"
"TM","Detailed trade matrix","59","Egypt","21","Brazil","5610","Import Quantity","15","Wheat","2003","2003","tonnes","3462","","Official data"
"TM","Detailed trade matrix","59","Egypt","21","Brazil","5610","Import Quantity","15","Wheat","2004","2004","tonnes","120758","","Official data"
"TM","Detailed trade matrix","59","Egypt","21","Brazil","5610","Import Quantity","15","Wheat","2005","2005","tonnes","31000","","Official data"
"TM","Detailed trade matrix","59","Egypt","21","Brazil","5610","Import Quantity","15","Wheat","2009","2009","tonnes","11297","","Official data"
"TM","Detailed trade matrix","59","Egypt","21","Brazil","5610","Import Quantity","15","Wheat","2011","2011","tonnes","76443","","Official data"
"TM","Detailed trade matrix","59","Egypt","21","Brazil","5610","Import Quantity","15","Wheat","2013","2013","tonnes","145","","Official data"
"TM","Detailed trade matrix","59","Egypt","21","Brazil","5610","Import Quantity","15","Wheat","2015","2015","tonnes","","","Official data"
"TM","Detailed trade matrix","59","Egypt","21","Brazil","5610","Import Quantity","15","Wheat","2019","2019","tonnes","5","","Official data"
"TM","Detailed trade matrix","59","Egypt","27","Bulgaria","5610","Import Quantity","15","Wheat","1995","1995","tonnes","5428","","Official data"
"TM","Detailed trade matrix","59","Egypt","27","Bulgaria","5610","Import Quantity","15","Wheat","2002","2002","tonnes","53148","","Official data"
"TM","Detailed trade matrix","59","Egypt","27","Bulgaria","5610","Import Quantity","15","Wheat","2003","2003","tonnes","8437","","Official data"
"TM","Detailed trade matrix","59","Egypt","27","Bulgaria","5610","Import Quantity","15","Wheat","2006","2006","tonnes","31053","","Official data"
"TM","Detailed trade matrix","59","Egypt","27","Bulgaria","5610","Import Quantity","15","Wheat","2007","2007","tonnes","2000","","Official data"
"TM","Detailed trade matrix","59","Egypt","27","Bulgaria","5610","Import Quantity","15","Wheat","2009","2009","tonnes","1288","","Official data"
"TM","Detailed trade matrix","59","Egypt","27","Bulgaria","5610","Import Quantity","15","Wheat","2013","2013","tonnes","11043","","Official data"
"TM","Detailed trade matrix","59","Egypt","27","Bulgaria","5610","Import Quantity","15","Wheat","2014","2014","tonnes","33000","*","Unofficial figure"
"TM","Detailed trade matrix","59","Egypt","27","Bulgaria","5610","Import Quantity","15","Wheat","2015","2015","tonnes","53103","*","Unofficial figure"
"TM","Detailed trade matrix","59","Egypt","27","Bulgaria","5610","Import Quantity","15","Wheat","2016","2016","tonnes","36201","*","Unofficial figure"
"TM","Detailed trade matrix","59","Egypt","27","Bulgaria","5610","Import Quantity","15","Wheat","2017","2017","tonnes","87269","","Official data"
"TM","Detailed trade matrix","59","Egypt","27","Bulgaria","5610","Import Quantity","15","Wheat","2018","2018","tonnes","57741","","Official data"
"TM","Detailed trade matrix","59","Egypt","27","Bulgaria","5610","Import Quantity","15","Wheat","2019","2019","tonnes","14","","Official data"
"TM","Detailed trade matrix","59","Egypt","27","Bulgaria","5610","Import Quantity","15","Wheat","2020","2020","tonnes","46593","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","1986","1986","tonnes","231500","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","1987","1987","tonnes","206222","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","1988","1988","tonnes","74940","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","1989","1989","tonnes","25800","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","1991","1991","tonnes","26400","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","1992","1992","tonnes","60025","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","1994","1994","tonnes","39912","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","1996","1996","tonnes","123129","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","1999","1999","tonnes","15514","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2000","2000","tonnes","50821","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2001","2001","tonnes","271573","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2003","2003","tonnes","3025","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2004","2004","tonnes","2000","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2005","2005","tonnes","5999","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2006","2006","tonnes","226780","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2007","2007","tonnes","73000","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2009","2009","tonnes","48765","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2011","2011","tonnes","250645","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2013","2013","tonnes","21","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2014","2014","tonnes","21999","*","Unofficial figure"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2015","2015","tonnes","40434","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2017","2017","tonnes","9184","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2018","2018","tonnes","34901","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2019","2019","tonnes","64","","Official data"
"TM","Detailed trade matrix","59","Egypt","33","Canada","5610","Import Quantity","15","Wheat","2020","2020","tonnes","8391","","Official data"
"TM","Detailed trade matrix","59","Egypt","41","China, mainland","5610","Import Quantity","15","Wheat","2000","2000","tonnes","25363","","Official data"
"TM","Detailed trade matrix","59","Egypt","41","China, mainland","5610","Import Quantity","15","Wheat","2006","2006","tonnes","2000","","Official data"
"TM","Detailed trade matrix","59","Egypt","41","China, mainland","5610","Import Quantity","15","Wheat","2009","2009","tonnes","8330","","Official data"
"TM","Detailed trade matrix","59","Egypt","214","China, Taiwan Province of","5610","Import Quantity","15","Wheat","2003","2003","tonnes","555","","Official data"
"TM","Detailed trade matrix","59","Egypt","98","Croatia","5610","Import Quantity","15","Wheat","1999","1999","tonnes","4246","","Official data"
"TM","Detailed trade matrix","59","Egypt","98","Croatia","5610","Import Quantity","15","Wheat","2002","2002","tonnes","2920","","Official data"
"TM","Detailed trade matrix","59","Egypt","98","Croatia","5610","Import Quantity","15","Wheat","2003","2003","tonnes","15155","","Official data"
"TM","Detailed trade matrix","59","Egypt","98","Croatia","5610","Import Quantity","15","Wheat","2004","2004","tonnes","6746","","Official data"
"TM","Detailed trade matrix","59","Egypt","98","Croatia","5610","Import Quantity","15","Wheat","2005","2005","tonnes","12705","","Official data"
"TM","Detailed trade matrix","59","Egypt","98","Croatia","5610","Import Quantity","15","Wheat","2006","2006","tonnes","74045","","Official data"
"TM","Detailed trade matrix","59","Egypt","50","Cyprus","5610","Import Quantity","15","Wheat","2002","2002","tonnes","3000","","Official data"
"TM","Detailed trade matrix","59","Egypt","50","Cyprus","5610","Import Quantity","15","Wheat","2003","2003","tonnes","17900","","Official data"
"TM","Detailed trade matrix","59","Egypt","50","Cyprus","5610","Import Quantity","15","Wheat","2006","2006","tonnes","5000","","Official data"
"TM","Detailed trade matrix","59","Egypt","167","Czechia","5610","Import Quantity","15","Wheat","2003","2003","tonnes","32597","","Official data"
"TM","Detailed trade matrix","59","Egypt","167","Czechia","5610","Import Quantity","15","Wheat","2005","2005","tonnes","11000","","Official data"
"TM","Detailed trade matrix","59","Egypt","167","Czechia","5610","Import Quantity","15","Wheat","2006","2006","tonnes","25349","","Official data"
"TM","Detailed trade matrix","59","Egypt","167","Czechia","5610","Import Quantity","15","Wheat","2007","2007","tonnes","321752","","Official data"
"TM","Detailed trade matrix","59","Egypt","167","Czechia","5610","Import Quantity","15","Wheat","2009","2009","tonnes","3354","","Official data"
"TM","Detailed trade matrix","59","Egypt","54","Denmark","5610","Import Quantity","15","Wheat","1990","1990","tonnes","43750","","Official data"
"TM","Detailed trade matrix","59","Egypt","54","Denmark","5610","Import Quantity","15","Wheat","1992","1992","tonnes","25000","","Official data"
"TM","Detailed trade matrix","59","Egypt","54","Denmark","5610","Import Quantity","15","Wheat","1993","1993","tonnes","30000","","Official data"
"TM","Detailed trade matrix","59","Egypt","54","Denmark","5610","Import Quantity","15","Wheat","2013","2013","tonnes","1000","","Official data"
"TM","Detailed trade matrix","59","Egypt","55","Dominica","5610","Import Quantity","15","Wheat","2009","2009","tonnes","3147","","Official data"
"TM","Detailed trade matrix","59","Egypt","58","Ecuador","5610","Import Quantity","15","Wheat","2000","2000","tonnes","17520","","Official data"
"TM","Detailed trade matrix","59","Egypt","63","Estonia","5610","Import Quantity","15","Wheat","2009","2009","tonnes","4188","","Official data"
"TM","Detailed trade matrix","59","Egypt","67","Finland","5610","Import Quantity","15","Wheat","2015","2015","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","59","Egypt","67","Finland","5610","Import Quantity","15","Wheat","2016","2016","tonnes","0","*","Unofficial figure"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","1987","1987","tonnes","188602","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","1988","1988","tonnes","365911","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","1989","1989","tonnes","241809","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","1990","1990","tonnes","910665","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","1991","1991","tonnes","177499","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","1993","1993","tonnes","288198","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","1994","1994","tonnes","44042","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","1995","1995","tonnes","281823","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","1996","1996","tonnes","15085","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","1998","1998","tonnes","900051","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","1999","1999","tonnes","141940","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2000","2000","tonnes","210590","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2001","2001","tonnes","433034","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2002","2002","tonnes","863976","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2003","2003","tonnes","873366","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2004","2004","tonnes","477103","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2005","2005","tonnes","559805","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2006","2006","tonnes","517999","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2007","2007","tonnes","120341","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2009","2009","tonnes","890907","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2011","2011","tonnes","1023039","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2013","2013","tonnes","74565","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2014","2014","tonnes","1298531","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2015","2015","tonnes","1562924","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2016","2016","tonnes","633277","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2017","2017","tonnes","217145","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2018","2018","tonnes","67","","Official data"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2019","2019","tonnes","625830","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","59","Egypt","68","France","5610","Import Quantity","15","Wheat","2020","2020","tonnes","593422","","Official data"
"TM","Detailed trade matrix","59","Egypt","79","Germany","5610","Import Quantity","15","Wheat","1994","1994","tonnes","869","","Official data"
"TM","Detailed trade matrix","59","Egypt","79","Germany","5610","Import Quantity","15","Wheat","1999","1999","tonnes","300","","Official data"
"TM","Detailed trade matrix","59","Egypt","79","Germany","5610","Import Quantity","15","Wheat","2001","2001","tonnes","92147","","Official data"
"TM","Detailed trade matrix","59","Egypt","79","Germany","5610","Import Quantity","15","Wheat","2002","2002","tonnes","28044","","Official data"
"TM","Detailed trade matrix","59","Egypt","79","Germany","5610","Import Quantity","15","Wheat","2003","2003","tonnes","76308","","Official data"
"TM","Detailed trade matrix","59","Egypt","79","Germany","5610","Import Quantity","15","Wheat","2004","2004","tonnes","35076","","Official data"
"TM","Detailed trade matrix","59","Egypt","79","Germany","5610","Import Quantity","15","Wheat","2006","2006","tonnes","48886","","Official data"
"TM","Detailed trade matrix","59","Egypt","79","Germany","5610","Import Quantity","15","Wheat","2009","2009","tonnes","42381","","Official data"
"TM","Detailed trade matrix","59","Egypt","79","Germany","5610","Import Quantity","15","Wheat","2011","2011","tonnes","4","","Official data"
"TM","Detailed trade matrix","59","Egypt","79","Germany","5610","Import Quantity","15","Wheat","2013","2013","tonnes","59","","Official data"
"TM","Detailed trade matrix","59","Egypt","79","Germany","5610","Import Quantity","15","Wheat","2014","2014","tonnes","51335","*","Unofficial figure"
"TM","Detailed trade matrix","59","Egypt","79","Germany","5610","Import Quantity","15","Wheat","2015","2015","tonnes","","","Official data"
"TM","Detailed trade matrix","59","Egypt","79","Germany","5610","Import Quantity","15","Wheat","2016","2016","tonnes","79820","*","Unofficial figure"
"TM","Detailed trade matrix","59","Egypt","79","Germany","5610","Import Quantity","15","Wheat","2017","2017","tonnes","55","","Official data"
"TM","Detailed trade matrix","59","Egypt","97","Hungary","5610","Import Quantity","15","Wheat","2001","2001","tonnes","492","","Official data"
"TM","Detailed trade matrix","59","Egypt","97","Hungary","5610","Import Quantity","15","Wheat","2002","2002","tonnes","52555","","Official data"
"TM","Detailed trade matrix","59","Egypt","97","Hungary","5610","Import Quantity","15","Wheat","2005","2005","tonnes","4865","","Official data"
"TM","Detailed trade matrix","59","Egypt","97","Hungary","5610","Import Quantity","15","Wheat","2006","2006","tonnes","4529","","Official data"
"TM","Detailed trade matrix","59","Egypt","97","Hungary","5610","Import Quantity","15","Wheat","2013","2013","tonnes","5852","","Official data"
"TM","Detailed trade matrix","59","Egypt","97","Hungary","5610","Import Quantity","15","Wheat","2014","2014","tonnes","","","Official data"
"TM","Detailed trade matrix","59","Egypt","97","Hungary","5610","Import Quantity","15","Wheat","2020","2020","tonnes","19171","","Official data"
"TM","Detailed trade matrix","59","Egypt","100","India","5610","Import Quantity","15","Wheat","2001","2001","tonnes","27500","","Official data"
"TM","Detailed trade matrix","59","Egypt","100","India","5610","Import Quantity","15","Wheat","2002","2002","tonnes","50419","","Official data"
"TM","Detailed trade matrix","59","Egypt","100","India","5610","Import Quantity","15","Wheat","2005","2005","tonnes","30","","Official data"
"TM","Detailed trade matrix","59","Egypt","100","India","5610","Import Quantity","15","Wheat","2007","2007","tonnes","2000","","Official data"
"TM","Detailed trade matrix","59","Egypt","101","Indonesia","5610","Import Quantity","15","Wheat","2001","2001","tonnes","63000","","Official data"
"TM","Detailed trade matrix","59","Egypt","101","Indonesia","5610","Import Quantity","15","Wheat","2002","2002","tonnes","1000","","Official data"
"TM","Detailed trade matrix","59","Egypt","101","Indonesia","5610","Import Quantity","15","Wheat","2005","2005","tonnes","2254","","Official data"
"TM","Detailed trade matrix","59","Egypt","101","Indonesia","5610","Import Quantity","15","Wheat","2009","2009","tonnes","2352","","Official data"
"TM","Detailed trade matrix","59","Egypt","103","Iraq","5610","Import Quantity","15","Wheat","2006","2006","tonnes","5000","","Official data"
"TM","Detailed trade matrix","59","Egypt","104","Ireland","5610","Import Quantity","15","Wheat","2001","2001","tonnes","63000","","Official data"
"TM","Detailed trade matrix","59","Egypt","106","Italy","5610","Import Quantity","15","Wheat","1990","1990","tonnes","7136","","Official data"
"TM","Detailed trade matrix","59","Egypt","106","Italy","5610","Import Quantity","15","Wheat","1991","1991","tonnes","13657","","Official data"
"TM","Detailed trade matrix","59","Egypt","106","Italy","5610","Import Quantity","15","Wheat","2009","2009","tonnes","13670","","Official data"
"TM","Detailed trade matrix","59","Egypt","106","Italy","5610","Import Quantity","15","Wheat","2013","2013","tonnes","1","","Official data"
"TM","Detailed trade matrix","59","Egypt","106","Italy","5610","Import Quantity","15","Wheat","2015","2015","tonnes","","","Official data"
"TM","Detailed trade matrix","59","Egypt","106","Italy","5610","Import Quantity","15","Wheat","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","59","Egypt","112","Jordan","5610","Import Quantity","15","Wheat","2003","2003","tonnes","1125","","Official data"
"TM","Detailed trade matrix","59","Egypt","112","Jordan","5610","Import Quantity","15","Wheat","2005","2005","tonnes","21000","","Official data"
"TM","Detailed trade matrix","59","Egypt","112","Jordan","5610","Import Quantity","15","Wheat","2006","2006","tonnes","64596","","Official data"
"TM","Detailed trade matrix","59","Egypt","112","Jordan","5610","Import Quantity","15","Wheat","2007","2007","tonnes","27512","","Official data"
"TM","Detailed trade matrix","59","Egypt","108","Kazakhstan","5610","Import Quantity","15","Wheat","2000","2000","tonnes","10584","","Official data"
"TM","Detailed trade matrix","59","Egypt","108","Kazakhstan","5610","Import Quantity","15","Wheat","2002","2002","tonnes","5250","","Official data"
"TM","Detailed trade matrix","59","Egypt","108","Kazakhstan","5610","Import Quantity","15","Wheat","2003","2003","tonnes","2232","","Official data"
