Domain Code,Domain,Reporter Country Code (FAO),Reporter Countries,Partner Country Code (FAO),Partner Countries,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2003","2003","tonnes","23831","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","20942","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2005","2005","tonnes","16267","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","14400","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2007","2007","tonnes","20856","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2010","2010","tonnes","479","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2011","2011","tonnes","14651","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2012","2012","tonnes","29840","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2013","2013","tonnes","23707","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2014","2014","tonnes","24698","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2015","2015","tonnes","37852","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2016","2016","tonnes","16784","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2017","2017","tonnes","19513","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","30358","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","16176","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","10","Australia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2020","2020","tonnes","4316","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","11","Austria","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","13","Bahrain","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2007","2007","tonnes","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","13","Bahrain","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2016","2016","tonnes","","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","1998","1998","tonnes","434","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2000","2000","tonnes","550","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2001","2001","tonnes","96","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2002","2002","tonnes","111","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2003","2003","tonnes","90","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","141","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2005","2005","tonnes","344","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","420","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2007","2007","tonnes","747","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2010","2010","tonnes","339","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2011","2011","tonnes","466","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2012","2012","tonnes","822","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2013","2013","tonnes","598","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2014","2014","tonnes","1094","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2015","2015","tonnes","1282","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2016","2016","tonnes","1291","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2017","2017","tonnes","1484","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","1964","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","2331","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","16","Bangladesh","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2020","2020","tonnes","3798","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","255","Belgium","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","4","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","255","Belgium","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2005","2005","tonnes","10","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","255","Belgium","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","255","Belgium","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","255","Belgium","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","21","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","15","Belgium-Luxembourg","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","1986","1986","tonnes","7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","21","Brazil","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2001","2001","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","21","Brazil","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2005","2005","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","21","Brazil","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2010","2010","tonnes","132","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","21","Brazil","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2011","2011","tonnes","1477","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","21","Brazil","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2012","2012","tonnes","2120","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","21","Brazil","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2013","2013","tonnes","3356","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","21","Brazil","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2014","2014","tonnes","7286","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","21","Brazil","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2015","2015","tonnes","9285","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","21","Brazil","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2016","2016","tonnes","6687","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","21","Brazil","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2017","2017","tonnes","7864","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","21","Brazil","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","6834","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","21","Brazil","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","10918","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","21","Brazil","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2020","2020","tonnes","9836","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","27","Bulgaria","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","72","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","27","Bulgaria","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","149","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","27","Bulgaria","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2020","2020","tonnes","1545","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","115","Cambodia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","198","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","115","Cambodia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2013","2013","tonnes","1019","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","115","Cambodia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2014","2014","tonnes","169","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","115","Cambodia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2015","2015","tonnes","46","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","115","Cambodia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2016","2016","tonnes","192","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","115","Cambodia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2017","2017","tonnes","340","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","115","Cambodia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","558","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","115","Cambodia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2020","2020","tonnes","3302","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","33","Canada","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","1986","1986","tonnes","35","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","33","Canada","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","1989","1989","tonnes","80","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","33","Canada","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","1998","1998","tonnes","7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","33","Canada","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2000","2000","tonnes","500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","33","Canada","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2002","2002","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","33","Canada","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2003","2003","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","33","Canada","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","33","Canada","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","33","Canada","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2007","2007","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","33","Canada","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2017","2017","tonnes","","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","33","Canada","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","33","Canada","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","33","Canada","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2020","2020","tonnes","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","96","China, Hong Kong SAR","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","1986","1986","tonnes","85","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","96","China, Hong Kong SAR","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","1987","1987","tonnes","88","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","96","China, Hong Kong SAR","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2000","2000","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","96","China, Hong Kong SAR","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2003","2003","tonnes","21","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","96","China, Hong Kong SAR","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","89","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","1986","1986","tonnes","70","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2000","2000","tonnes","23","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","147","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2005","2005","tonnes","122","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","233","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2007","2007","tonnes","669","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2010","2010","tonnes","358","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2011","2011","tonnes","1116","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2012","2012","tonnes","962","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2013","2013","tonnes","236","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2014","2014","tonnes","998","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2015","2015","tonnes","607","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2016","2016","tonnes","234","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2017","2017","tonnes","962","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","1852","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","924","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","41","China, mainland","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2020","2020","tonnes","2508","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","214","China, Taiwan Province of","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","1986","1986","tonnes","933","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","214","China, Taiwan Province of","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","1987","1987","tonnes","618","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","214","China, Taiwan Province of","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","1998","1998","tonnes","201","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","214","China, Taiwan Province of","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2000","2000","tonnes","107","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","214","China, Taiwan Province of","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2002","2002","tonnes","110","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","214","China, Taiwan Province of","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2003","2003","tonnes","7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","214","China, Taiwan Province of","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","73","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","214","China, Taiwan Province of","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2010","2010","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","214","China, Taiwan Province of","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2011","2011","tonnes","30","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","214","China, Taiwan Province of","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2015","2015","tonnes","194","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","214","China, Taiwan Province of","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2016","2016","tonnes","42","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","214","China, Taiwan Province of","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2020","2020","tonnes","7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","50","Cyprus","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2000","2000","tonnes","22","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","194","Saudi Arabia","59","Egypt","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","1986","1986","tonnes","1150","A","Aggregate, may include official, semi-official, estimated or calculated data"
