Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Australia,AUS,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,8.272598716,2.672426785,-3.273154264,21.7096611,-12.29739839,-12.33000047,16.35587266,-21.86091885,43.29706914,0.194988384,-6.985218003,1.072827635,-2.158114953,4.411433716,8.191420565,5.546921698,-5.308264432,5.258960966,4.140151515,-14.65100207,21.14638824,8.08034615,0.553313371,10.29326083,6.717731995,3.833567087,3.157030484,-21.60260854,25.51498281,4.284297866,2.857285829,-15.04013622,8.09402468,17.08163373,-0.748817954,3.46690372,0.973718415,-0.728700775,1.14502978,1.425405241,-7.391062171,9.558619413,-2.666807432,-10.12864178,-7.955971807
Austria,AUT,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,-2.216170998,1.350689299,3.211774707,-2.253817193,-3.800920887,6.757958086,-3.454714348,0.250253536,-3.349128643,2.057529231,-1.040934691,3.051574199,-0.501576909,7.622929039,-2.985202683,-2.074945538,-1.83033697,7.801577093,0.27215988,-0.056941506,0.315194584,5.147575223,4.873501533,-3.598387302,-0.682198777,-1.616131234,-2.457551385,8.580357789,-2.310380336,-1.495327634,9.423132391,7.175844163,-6.606852553,-5.076501725,14.25428558,-7.234485823,-2.979538738,2.779666321,2.098126045,2.244235793,5.263766687,3.52831009,-0.774370997,0.158826867
Azerbaijan,AZE,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.29999465,-12.80000291,-6.999997762,2.999995668,-6.900004408,6.200012147,7.099988011,19.58733785,11.09999947,6.399468556,5.608740895,4.995566066,7.498123123,0.899170668,3.997231355,6.114808652,3.488827911,-2.181818182,5.777571252,6.611509738,4.889774054,-2.586263341,6.586906842,2.604363728,4.203798169,4.594514892,7.336190369,2.889414237
Burundi,BDI,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,4.457642575,-4.063162217,-4.844583068,-0.281300393,39.73625364,19.24797098,-9.953984073,12.02237717,-4.002401442,4.610599431,3.643124202,4.096030688,-2.676761109,1.479249736,1.278106023,14.10732047,-7.587033792,4.391812548,-3.615162896,13.12854632,4.128402669,5.197875188,1.586688537,-2.172874805,5.566252719,2.129731044,3.139999999,-4.379999988,-9.730000006,-6.770000016,1.510000003,3.330000003,1.930000008,-1.040000006,-5.178650092,-3.442938187,4.234388388,-3.513826143,-0.239338316,-6.560406975,3.189172213,-9.33897523,1.964164661,-1.176952879,1.615687016,-1.35817145,2.134247674,8.41591434,-3.579693446,-3,-2.2,0.299999991,2.999980006,3.099994753,2.800360005
Belgium,BEL,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.864125122,3.21676328,0.672098697,6.63039005,-7.110081907,10.37809889,-3.291647497,7.183634634,-2.719606182,8.868057572,-0.270507106,0.60742665,-6.170495538,10.76487252,2.038728535,0.171870524,-14.18001144,0.241576076,18.84738439,-7.114638325,4.34733514,-15.17151823,-1.683888251,9.878465464
Benin,BEN,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,-3.650403637,3.419558764,13.88178576,-14.38685612,-5.407826612,11.24022266,-0.435643107,10.49911296,4.749882643,3.099394188,-7.184573678,1.895631155,0,19.08066014,9.322651083,5.12991655,-7.604563753,14.19753348,7.840535776,2.52610373,8.092227707,0.668935882,10.12693098,3.282737488,5.766855549,5.6035718,6.083006753,5.246946549,5.982777428,4.570041301,8.740805302,3.037345065,1.77398856,7.11810304,1.426646303,7.067705608,6.031579491,2.095569077,7.782352483,-0.833877856,0.951894911,5.44444085,6.109523957,8.257282707,0.022744419,8.966194504,7.564112603,7.329068917,5.159579593,1.753329661
Burkina Faso,BFA,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,1.156364938,-0.294281076,-5.604747979,15.0001624,-0.815684493,3.836347671,-5.804730977,5.601395492,-6.440635984,2.472188636,8.073613476,2.789003492,0.290128284,-1.062544607,7.201729526,12.5527117,-10.15599735,17.935507,-1.366136294,-6.528589269,20.61679716,2.559174063,9.815052642,0.5259406,6.363435152,12.53511483,-3.900220072,16.55237637,1.404823942,-5.183451132,8.129158156,-0.885983379,9.263104494,-5.172772701,12.21096742,1.646288309,-5.142126206,16.13293002,-10.32819169,14.56677576,-2.258923583,8.518101912,6.207949539,4.403375953,-3.224938282,4.225538037,-0.104084204,12.49216947,1.693967345,
Bangladesh,BGD,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,5.208136666,5.246177198,-3.364688932,9.538324061,-1.066446185,2.5904944,-2.693533641,10.27067214,0.972407135,5.422769301,-4.508098223,-10.70660626,0.272871769,6.438208427,-4.563524652,8.387863927,-3.658242081,7.834220164,-0.664807058,-1.518205102,3.303884672,1.023737189,3.889743452,4.905098749,0.190430821,3.325031425,0.095033405,-0.436044383,-0.177027263,9.211673783,2.129153238,2.323351112,2.389076743,0.737008387,-0.372499002,2.96758128,4.518572148,3.935409139,3.881541662,7.390266092,2.757926822,-0.118901138,3.983851121,4.973513597,4.38245498,5.55271778,6.692496278,4.493867876,3.466088467,6.151947125,4.456368993,3.014271411,2.464887535,4.371870053,3.328381065,2.78626795,2.974838395,4.185269647,3.920479159,3.000000834
Bulgaria,BGR,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,4.470257245,5.792606086,-16.33654342,11.68066337,-20.61757112,22.04569097,-14.63513987,7.645743637,-4.974832867,-3.699012978,7.697085814,-14.7573516,-30.21988516,9.470742863,13.91911565,-3.711018051,47.82107319,-19.19378995,-4.57013917,-10.97580598,0.625295098,5.211446393,-1.611292284,3.685119504,-8.460613454,-0.851024888,-27.06916802,31.79462089,-8.873263437,-11.93928429,5.93674118,-11.09561051,3.46545815,7.049760435,-7.943771244,7.660922115,8.953096125,-2.021220216,4.068499112,-5.310698069
Bahrain,BHR,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.126917713,2.671891699,9.19500347,-8.547823324,1.598332175,2.086183311,1.474036851,11.35688346,-3.112955826,6.946144431,-0.858369099,3.751803752,-1.001390821,0.168586682
"Bahamas, The",BHS,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.775230039,24.19105373,-13.62491468,10.3794899,1.041043772,-2.420834325,8.658968875,-8.600751841,-9.638554217,-6.083333333,9.050576752,3.661513426,11.93092622,9.677419355,-6.969309463,-9.347079038,-9.552691433,-6.370494552,3.491495076,3.287197232,1.256281407,-7.775020678,3.139013453,-18.60869565,-5.982905983,0.681818182,5.191873589,-5.25751073,-10.64552661,-11.91381496,
Bosnia and Herzegovina,BIH,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.71908967,2.139516627,4.245753466,-1.855680216,-3.965081234,-0.177924051,-11.34344903,15.75531214,-12.65792122,9.187597383,7.599056202,-8.099612498,9.045107308,-2.017637689,4.061423141
Belarus,BLR,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.648140794,-8.170509856,1.584228421,-15.90132861,-2.438562484,1.50829382,-5.455962394,-1.490741543,-7.16905819,8.950853571,1.420940661,2.891308256,7.571554419,13.24679472,2.457567469,5.942385571,4.805275849,8.606545723,0.283388019,2.380279522,6.674498259,6.395304968,-4.188263378,2.757190476,-2.414695487,3.93717241,4.399544297,-3.44545367,2.9,5.290099343
Belize,BLZ,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,6.306310999,3.389949547,5.122858235,8.577109075,3.411030174,-9.72222594,33.26928722,5.483357807,-1.641512279,1.136236264,2.379620248,4.618071253,-3.950133035,1.493438325,0.755195592,-4.909204014,17.5369425,0.073738713,6.24181698,11.21964224,4.539747771,12.86695624,5.050956006,3.708189107,-0.062250985,7.294328529,6.63894266,2.28281886,10.8606697,11.52905677,-0.393849933,0.542288604,38.83190151,9.464763922,3.100611816,-6.458525943,-20.65554722,9.888784629,1.5106071,7.878964366,-4.342986985,6.308138578,6.047033101,2.418814001,-11.21428122,-22.11685786,8.810946978,-2.704199585,-4.198431874,-2.551751155
Bermuda,BMU,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.556632432,-10.15495296,8.951852993,-33.7180816,2.146563366,44.99338946,-4.933531698,-13.80180726,1.270863836,
Bolivia,BOL,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,4.889298893,-0.967458223,5.625790139,2.034709755,5.571847507,3.666666667,-2.947481243,6.073992269,-9.370119729,4.365307295,3.696316979,6.770098731,8.058124174,4.245387864,9.808102345,5,1.705963939,-2.313741534,3.592368544,1.352079777,-3.385383007,5.607532715,-14.20429142,13.74731432,6.729269629,-3.160073957,2.075528151,4.11532388,-1.526833967,4.611814971,9.859907544,-4.235117164,4.143522824,6.672373827,1.40373579,6.704270841,4.554769657,-4.429199975,2.507121366,3.475370232,3.460874912,0.447307548,8.712871947,0.247813943,4.98283787,4.259468219,-0.505785684,2.615000852,3.681916393,-1.178067805,3.055873223,4.149438574,4.685121638,3.820058945,5.116094559,3.133453165,7.598600424,6.911447373,5.299646218,
Brazil,BRA,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,-14.64650758,8.875975372,4.891191129,3.626861663,0.999979977,10.15663338,3.969819054,0.030057118,0.989973468,7.21000617,2.440066083,12.12978824,-2.774088699,4.769399118,9.549069673,7.970123775,-0.490758998,-0.577100358,3.369673207,9.962603208,-8.021958808,14.97161608,0.840627866,2.850299703,-3.700367639,-3.603078191,5.437280662,0.986634643,7.441067787,5.736188053,2.454247114,0.813027956,3.408888106,6.525237719,2.723405972,5.20034025,8.020170843,8.306342175,1.995123593,1.120066206,4.639422729,3.247001017,5.770967211,-3.728679887,6.696942486,5.638646425,-3.082242261,8.361444022,2.790794415,3.314331452,-5.224217735,14.15238621,1.307055791,0.631640769,1.95896227
Barbados,BRB,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,7.21244619,1.985066216,-0.058019865,8.236692606,5.461905857,-17.17423683,-2.485380117,3.898050975,9.37950938,-0.527704485,4.50928382,-11.16751269,-5.857142857,-8.952959029,7.166666667,-3.421477771,-9.661839528,-4.634563867,-0.18692098,-0.374542058,17.6692004,-0.638994993,-13.3440257,9.46192201,3.728847289,-9.477116616,-4.151663728,-3.954758321,-7.254939008,8.033875499,-5.57158658,1.350629083,-11.92951142,11.67967333,-1.041694724,-7.287392574,0.91641277,2.333636364,-2.530492951,0.405674522,-1.02193465,-3.271617733,14.77560076,-6.323107628,
Brunei Darussalam,BRN,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.551863411,1.545530493,-0.664315165,4.426788834,1.235891849,2.912309286,1.383144054,11.33564912,3.667709281,11.17297245,6.558490918,5.845311518,5.180353131,11.30361393,11.98977301,1.307230789,-9.863819554,-4.467628054,3.741247464,5.709991777,-5.861399119,-2.189781022,7.462686567,-0.694444444,4.195804196,6.711409396,-3.660125786,-1.556530731,-1.575770196,-1.413137736,11.73329532
Bhutan,BTN,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,5.680867173,4.816130332,7.888847715,5.216754218,4.259787875,5.01711697,4.601261016,7.732606699,5.670350695,5.251222774,-0.807680004,0.584486155,-0.165454688,0.283010769,1.512545962,2.048193026,4.019576522,2.4386841,1.572001162,5.383797678,5.489420765,2.836496544,2.120826286,2.150117105,1.031078367,2.701819806,0.712872127,0.54588508,2.717666307,0.807274686,2.337830884,2.237712968,2.258615423,2.13247774,4.6599084,4.225055815,2.948275501,4.248323771,1.300407775,
Botswana,BWA,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,2.463061952,3.605780324,3.480255013,3.643550163,-7.101402309,17.9150139,10.3004176,17.50971628,1.05960758,-1.703808632,25.8666763,26.27118344,31.16610436,9.785750577,-5.063037345,3.241662528,1.632276468,-3.312514494,-2.710807222,-4.730853219,-3.808331918,-5.42114259,-13.44732965,-8.519044094,4.457486834,1.769763317,28.13263037,19.58396682,-2.821387236,3.012442115,2.733632524,1.051981351,-2.452564932,-3.059914132,21.44683269,-3.227818494,-6.936835321,-5.021210285,8.60450278,-13.81451951,11.18901548,-20.48519881,20.12500275,0.47249492,-2.503075469,13.32766597,12.23510807,1.973855407,6.372378968,5.816763865,0.17504434,-8.531963245,1.329623228,-0.351070084,0.319522426,0.588621391,1.937944863,2.632011335,-0.148219651,2.304578267
Central African Republic,CAF,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.962096911,3.669449784,1.961885434,-44.49125046,-1.446570229,0.573664274,5.04383248,3.199524459,3.421698644,3,-1.03533813
Canada,CAN,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.916679645,8.409340828,1.972799186,0.152922852,-3.33428176,9.451568755,8.944153647,0.770153478,-1.082203496,-5.893623453,7.205254021,-5.0820982,1.303855699,4.087420454,1.300807709,17.08916125,-6.665290831,4.354438344,4.114452684,2.297826307,1.900450379,5.822042321,5.693196136
Central Europe and the Baltics,CEB,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.102604925,-0.036117317,-7.375655793,-4.578998221,-5.136101139,10.08152471,-1.369554667,1.789116612,14.99813546,-5.049827532,-2.047418917,-10.2669177,13.2195784,2.94973271,-9.72950242,6.620677301,-11.26208558,11.45323955,5.620228964,-5.514048385,4.235352307,1.546122503,0.816494223,0.89736086,-5.539947678
Switzerland,CHE,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.729124257,2.918729566,-4.083727174,-6.244508777,2.637229628,-0.541372151,0.187129005,1.242000306,2.409791174,1.827034577,-7.51132423,2.75498023,-14.75214955,17.51992921,-3.589090162,-4.237869678,6.418451108,-0.086610353,4.787422969,-3.392255648,10.21329089,-3.673670422,-6.578687287,10.96749527,-9.433034091,0.939278577,-3.124189898,8.521517746,-6.601369815,-2.130921655
Channel Islands,CHI,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,-1.836385591,-4.55640408,6.202341317,1.294432927,1.123146808,20.88557607,2.752256115,5.066963399,-11.77471821,3.193997856,-1.096800997,-8.321431572,-9.979381443,26.75726574,4.372791519,-1.615819644,10.62448676,-3.708024037,6.170845417,3.834451283,3.846025773,-0.721477586,-2.096185524,8.956848773,7.045750447,7.621307337,9.524492087,11.51436023,6.247747106,9.109175451,2.428242237,12.0028145,3.122826701,7.542837354,6.91584996,2.804894255,4.508663431,5.406138947,-1.997918497,7.098550948,4.305211899,4.133221502,1.999727713,13.24797432,12.71841823,8.95456464,2.268417255,6.831646073,-5.074339881,0.951484792,11.00777944,-3.996966033,-0.060717275,0.182843474,6.263368657,2.262139499,2.212638166,2.312306588,-0.392233233,-2.648077991
China,CHN,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,1.400000005,4.499999996,11.3,12.90000001,9.699999996,7.200000006,1.899999995,-1.599999991,0.799999989,7.700000007,1.900000001,-0.900000006,8.999999999,4.099999999,2.000000009,-1.800000006,-2.200000003,-1.113120876,6.13443148,-1.482469645,6.982534407,11.52882427,8.32589347,12.88061345,1.843879446,3.318687285,4.704184691,2.543933095,3.074999733,7.327732141,2.353530192,4.651003019,4.649179411,3.945545735,4.942642538,5.0398939,3.436640445,3.432994566,2.731373302,2.328518037,2.638071238,2.699946552,2.37205637,6.105019968,5.073914398,4.755278298,3.523649902,5.156004666,4.002425781,4.251069686,4.174289253,4.466541956,3.807199829,4.050468237,3.898521466,3.277813557,3.961291,3.4829175,3.085553092,3
Cote d'Ivoire,CIV,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.940957679,-4.050426966,7.155932289,-2.657264648,4.157251194,16.18271955,2.878369762,-4.031594725,3.252563946,5.266166737,3.616418819,
Cameroon,CMR,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,4.018476913,6.305504727,5.263158238,5.436510425,4.892735978,1.291708215,5.809431135,3.916966094,4.832477829,1.229253135,1.335768549,1.318151157,3.78474272,14.92877395,0.247896342,13.15789112,3.822045777,-7.576943664,8.830347276,8.63954972,6.091903457,0.51444543,-12.66119617,7.11409666,-1.000001588,-4.000002301,6.000005465,12.40749063,5.757504891,0.098588993,5.42311617,2.762289877,5.237730307,5.700709501,4.646420974,6.25214451,3.005486997,-2.248915519,7.916716656,1.51165071,-0.690997749,4.548299412,3.913089324,0.792691092,5.721433488,2.608309061,3.65995264,7.024060256,6.186080915,5.2901467,5.037195636,3.213267263,5.074364311,2.761239431,1.111520242
"Congo, Dem. Rep.",COD,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,,,,,,,,,0.492545374,-13.46024006,2.707507494,1.532729694,3.804968358,1.976935937,-1.483124158,5.328287199,-3.299006834,0.170600656,3.065123809,2.80773791,2.003726398,3.2008105,2.117386624,2.623947861,2.759281313,2.356443798,2.033727848,2.923511176,2.801555084,2.611658031,2.803394834,3.121634412,1.878915089,-0.819673779,11.60468574,2.099996106,-2.720342648,-1.454144972,2.300002429,-11.69981993,-1.506816551,-3.63445038,0.663586728,1.610480641,0.481645726,5.637787939,2.763457484,2.772520637,2.781430804,3.614424055,3.571958292,3.453097133,4.245800003,4.73978133,4.65686075,3.260058031,1.610424479,1.573805656,3.143773157,2.043778047
"Congo, Rep.",COG,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,,-3.5713879,0.601704556,0.698910589,4.367255195,-9.816228735,8.280497539,6.470529369,4.41966631,-3.174547319,8.743145016,3.517797196,3.88333387,3.738479114,3.603420594,3.478379717,-4.621780054,3.964515315,-0.423668987,6.383018739,7.597414105,4.395633177,4.999973658,4.511304419,-1.678657061,0.731707293,0.811137971,9.816260366,6.640129461,3.777844781,1.581027638,-9.510918356,6.658821356,-9.73902388,-3.186543442,6.470154343,0.539999989,0.790974559,1.681627827,-6.478779796,4.363207567,8.022598853,8.577405847,6.262042394,4.80507705,4.411764716,1.392321673,-1.367136505,7.224849374,0.525989117,3.874652596,4.982168495,15.8192628,3.681013111,-0.036072217,-3.04228025,-0.122349112,8.928657559,-1.04081591,0.741286508,-6.000036336
